timestamp,carpark_number,total_lots,lots_available,lot_type
2022-09-03 00:00:00,HE12,105,46,C
2022-09-03 00:00:00,HLM,583,471,C
2022-09-03 00:00:00,RHM,329,141,C
2022-09-03 00:00:00,BM29,97,84,C
2022-09-03 00:00:00,Q81,96,83,C
2022-09-03 00:00:00,C20,177,66,C
2022-09-03 00:00:00,FR3M,228,164,C
2022-09-03 00:00:00,C32,289,112,C
2022-09-03 00:00:00,C6,332,130,C
2022-09-03 00:00:00,TG2,273,96,C
2022-09-03 00:00:00,BP1,543,217,C
2022-09-03 00:00:00,TG1,133,53,C
2022-09-03 00:00:00,TGM2,189,118,C
2022-09-03 00:00:00,TE14,138,24,C
2022-09-03 00:00:00,BM3,48,0,C
2022-09-03 00:00:00,BM9,612,121,C
2022-09-03 00:00:00,HG44,155,9,C
2022-09-03 00:00:00,HG64,82,23,C
2022-09-03 00:00:00,PM27,326,118,C
2022-09-03 00:00:00,PM28,305,84,C
2022-09-03 00:00:00,TM36,225,51,C
2022-09-03 00:00:00,TM37,244,64,C
2022-09-03 00:00:00,T50,350,111,C
2022-09-03 00:00:00,T51,346,60,C
2022-09-03 00:00:00,TM43,247,195,C
2022-09-03 00:00:00,T15,30,9,C
2022-09-03 00:00:00,T16,109,25,C
2022-09-03 00:00:00,T17,228,67,C
2022-09-03 00:00:00,T18,81,37,C
2022-09-03 00:00:00,B9,213,100,C
2022-09-03 00:00:00,B10,516,184,C
2022-09-03 00:00:00,B14,208,61,C
2022-09-03 00:00:00,WCB,143,83,C
2022-09-03 00:00:00,ACB,93,56,C
2022-09-03 00:00:00,CY,31,6,C
2022-09-03 00:00:00,AM46,408,61,C
2022-09-03 00:00:00,A12,205,100,C
2022-09-03 00:00:00,BE45,363,63,C
2022-09-03 00:00:00,BE39,707,196,C
2022-09-03 00:00:00,BE40,339,201,C
2022-09-03 00:00:00,RCB,320,181,C
2022-09-03 00:00:00,CR29,56,0,C
2022-09-03 00:00:00,KLM,352,264,C
2022-09-03 00:00:00,SE34,270,58,C
2022-09-03 00:00:00,KB7,65,50,C
2022-09-03 00:00:00,SE31,187,17,C
2022-09-03 00:00:00,J56,15,12,C
2022-09-03 00:00:00,J57,362,337,C
2022-09-03 00:00:00,J57L,13,8,C
2022-09-03 00:00:00,J33,129,56,C
2022-09-03 00:00:00,J34,123,60,C
2022-09-03 00:00:00,BL8,679,306,C
2022-09-03 00:00:00,J36,482,116,C
2022-09-03 00:00:00,J54,226,149,C
2022-09-03 00:00:00,J55,141,90,C
2022-09-03 00:00:00,J43,190,72,C
2022-09-03 00:00:00,J46,63,30,C
2022-09-03 00:00:00,KB1,239,58,C
2022-09-03 00:00:00,GBM,677,345,C
2022-09-03 00:00:00,SE14,187,64,C
2022-09-03 00:00:00,SE50,591,374,C
2022-09-03 00:00:00,J40,206,44,C
2022-09-03 00:00:00,JM1,268,111,C
2022-09-03 00:00:00,J32,199,77,C
2022-09-03 00:00:00,A11,368,164,C
2022-09-03 00:00:00,TR1,391,141,C
2022-09-03 00:00:00,JBM,342,213,C
2022-09-03 00:00:00,TE2,213,124,C
2022-09-03 00:00:00,CR31,93,8,C
2022-09-03 00:00:00,J1,368,139,C
2022-09-03 00:00:00,J2,200,87,C
